Dataset Name,Activity Type,Emission Resource
Exiobase 2019,Downstream Transportation and Distribution,Railway transportation services
Exiobase 2019,Business Travel,Railway transportation services
Exiobase 2019,Purchased Goods and Services,Oil seeds
Exiobase 2019,Capital Goods / CAPEX,Oil seeds
Exiobase 2019,5.2 - Business loans and unlisted equity,Cultivation of crops nec
Exiobase 2019,Top-Down,Cultivation of crops nec
Exiobase 2019,5.1 - Listed equity and corporate bonds,Cultivation of crops nec
Exiobase 2019,Purchased Goods and Services,Dairy products
Exiobase 2019,Capital Goods / CAPEX,Dairy products
Exiobase 2019,5.2 - Business loans and unlisted equity,Landfill of waste: Food
Exiobase 2019,Top-Down,Landfill of waste: Food
Exiobase 2019,5.1 - Listed equity and corporate bonds,Landfill of waste: Food
Exiobase 2019,5.2 - Business loans and unlisted equity,Poultry farming
Exiobase 2019,Top-Down,Poultry farming
Exiobase 2019,5.1 - Listed equity and corporate bonds,Poultry farming
Exiobase 2019,Purchased Goods and Services,Food waste for treatment: incineration
Exiobase 2019,Capital Goods / CAPEX,Food waste for treatment: incineration
Exiobase 2019,Purchased Goods and Services,Other business services 
Exiobase 2019,Capital Goods / CAPEX,Other business services 
Exiobase 2019,Purchased Goods and Services,Paper for treatment: landfill
Exiobase 2019,Capital Goods / CAPEX,Paper for treatment: landfill
Exiobase 2019,5.2 - Business loans and unlisted equity,Transport via railways
Exiobase 2019,Top-Down,Transport via railways
Exiobase 2019,5.1 - Listed equity and corporate bonds,Transport via railways
Exiobase 2019,Purchased Goods and Services,Food waste for treatment: composting and land application
Exiobase 2019,Capital Goods / CAPEX,Food waste for treatment: composting and land application
Exiobase 2019,5.2 - Business loans and unlisted equity,Chemicals nec
Exiobase 2019,Top-Down,Chemicals nec
Exiobase 2019,5.1 - Listed equity and corporate bonds,Chemicals nec
Exiobase 2019,5.2 - Business loans and unlisted equity,Processing of meat poultry
Exiobase 2019,Top-Down,Processing of meat poultry
Exiobase 2019,5.1 - Listed equity and corporate bonds,Processing of meat poultry
Exiobase 2019,Purchased Goods and Services,Coke Oven Coke
Exiobase 2019,Capital Goods / CAPEX,Coke Oven Coke
Exiobase 2019,Purchased Goods and Services,Electricity by gas
Exiobase 2019,Capital Goods / CAPEX,Electricity by gas
Exiobase 2019,5.2 - Business loans and unlisted equity,Production of electricity by petroleum and other oil derivatives
Exiobase 2019,Top-Down,Production of electricity by petroleum and other oil derivatives
Exiobase 2019,5.1 - Listed equity and corporate bonds,Production of electricity by petroleum and other oil derivatives
Exiobase 2019,5.2 - Business loans and unlisted equity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Top-Down,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,5.2 - Business loans and unlisted equity,N-fertiliser
Exiobase 2019,Top-Down,N-fertiliser
Exiobase 2019,5.1 - Listed equity and corporate bonds,N-fertiliser
Exiobase 2019,Purchased Goods and Services,Coke oven gas
Exiobase 2019,Capital Goods / CAPEX,Coke oven gas
Exiobase 2019,Purchased Goods and Services,Sea and coastal water transportation services
Exiobase 2019,Employee Commuting,Sea and coastal water transportation services
Exiobase 2019,Upstream Transportation and Distribution,Sea and coastal water transportation services
Exiobase 2019,Capital Goods / CAPEX,Sea and coastal water transportation services
Exiobase 2019,Downstream Transportation and Distribution,Sea and coastal water transportation services
Exiobase 2019,Business Travel,Sea and coastal water transportation services
Exiobase 2019,Purchased Goods and Services,Food waste for treatment: biogasification and land application
Exiobase 2019,Capital Goods / CAPEX,Food waste for treatment: biogasification and land application
Exiobase 2019,5.2 - Business loans and unlisted equity,Processing of nuclear fuel
Exiobase 2019,Top-Down,Processing of nuclear fuel
Exiobase 2019,5.1 - Listed equity and corporate bonds,Processing of nuclear fuel
Exiobase 2019,5.2 - Business loans and unlisted equity,Computer and related activities 
Exiobase 2019,Top-Down,Computer and related activities 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Computer and related activities 
Exiobase 2019,Purchased Goods and Services,"Radio, television and communication equipment and apparatus "
Exiobase 2019,Capital Goods / CAPEX,"Radio, television and communication equipment and apparatus "
Exiobase 2019,Purchased Goods and Services,Animal products nec
Exiobase 2019,Capital Goods / CAPEX,Animal products nec
Exiobase 2019,Purchased Goods and Services,Cattle
Exiobase 2019,Capital Goods / CAPEX,Cattle
Exiobase 2019,5.2 - Business loans and unlisted equity,Cultivation of oil seeds
Exiobase 2019,Top-Down,Cultivation of oil seeds
Exiobase 2019,5.1 - Listed equity and corporate bonds,Cultivation of oil seeds
Exiobase 2019,5.2 - Business loans and unlisted equity,Public administration and defence; compulsory social security 
Exiobase 2019,Top-Down,Public administration and defence; compulsory social security 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Public administration and defence; compulsory social security 
Exiobase 2019,Purchased Goods and Services,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Capital Goods / CAPEX,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Purchased Goods and Services,Processed rice
Exiobase 2019,Capital Goods / CAPEX,Processed rice
Exiobase 2019,Purchased Goods and Services,Furniture; other manufactured goods n.e.c. 
Exiobase 2019,Capital Goods / CAPEX,Furniture; other manufactured goods n.e.c. 
Exiobase 2019,Purchased Goods and Services,Textiles 
Exiobase 2019,Capital Goods / CAPEX,Textiles 
Exiobase 2019,Purchased Goods and Services,Wood and products of wood and cork 
Exiobase 2019,Capital Goods / CAPEX,Wood and products of wood and cork 
Exiobase 2019,5.2 - Business loans and unlisted equity,Production of electricity by biomass and waste
Exiobase 2019,Top-Down,Production of electricity by biomass and waste
Exiobase 2019,5.1 - Listed equity and corporate bonds,Production of electricity by biomass and waste
Exiobase 2019,Purchased Goods and Services,products of Vegetable oils and fats
Exiobase 2019,Capital Goods / CAPEX,products of Vegetable oils and fats
Exiobase 2019,Purchased Goods and Services,Wood waste for treatment: landfill
Exiobase 2019,Capital Goods / CAPEX,Wood waste for treatment: landfill
Exiobase 2019,5.2 - Business loans and unlisted equity,Sea and coastal water transport
Exiobase 2019,Top-Down,Sea and coastal water transport
Exiobase 2019,5.1 - Listed equity and corporate bonds,Sea and coastal water transport
Exiobase 2019,5.2 - Business loans and unlisted equity,Real estate activities 
Exiobase 2019,Top-Down,Real estate activities 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Real estate activities 
Exiobase 2019,Purchased Goods and Services,White Spirit & SBP
Exiobase 2019,Capital Goods / CAPEX,White Spirit & SBP
Exiobase 2019,Purchased Goods and Services,Distribution and trade services of electricity
Exiobase 2019,Capital Goods / CAPEX,Distribution and trade services of electricity
Exiobase 2019,Purchased Goods and Services,Paper waste for treatment: biogasification and land application
Exiobase 2019,Capital Goods / CAPEX,Paper waste for treatment: biogasification and land application
Exiobase 2019,Purchased Goods and Services,Electricity by Geothermal
Exiobase 2019,Capital Goods / CAPEX,Electricity by Geothermal
Exiobase 2019,5.2 - Business loans and unlisted equity,"Recreational, cultural and sporting activities "
Exiobase 2019,Top-Down,"Recreational, cultural and sporting activities "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Recreational, cultural and sporting activities "
Exiobase 2019,5.2 - Business loans and unlisted equity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
Exiobase 2019,Top-Down,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
Exiobase 2019,Purchased Goods and Services,Poultry
Exiobase 2019,Capital Goods / CAPEX,Poultry
Exiobase 2019,5.2 - Business loans and unlisted equity,Incineration of waste: Textiles
Exiobase 2019,Top-Down,Incineration of waste: Textiles
Exiobase 2019,5.1 - Listed equity and corporate bonds,Incineration of waste: Textiles
Exiobase 2019,5.2 - Business loans and unlisted equity,Processed rice
Exiobase 2019,Top-Down,Processed rice
Exiobase 2019,5.1 - Listed equity and corporate bonds,Processed rice
Exiobase 2019,Purchased Goods and Services,Rubber and plastic products 
Exiobase 2019,Capital Goods / CAPEX,Rubber and plastic products 
Exiobase 2019,5.2 - Business loans and unlisted equity,Production of electricity by hydro
Exiobase 2019,Top-Down,Production of electricity by hydro
Exiobase 2019,5.1 - Listed equity and corporate bonds,Production of electricity by hydro
Exiobase 2019,Purchased Goods and Services,Chemicals nec
Exiobase 2019,Capital Goods / CAPEX,Chemicals nec
Exiobase 2019,Purchased Goods and Services,Intert/metal waste for treatment: incineration
Exiobase 2019,Capital Goods / CAPEX,Intert/metal waste for treatment: incineration
Exiobase 2019,Purchased Goods and Services,Heavy Fuel Oil
Exiobase 2019,Capital Goods / CAPEX,Heavy Fuel Oil
Exiobase 2019,Purchased Goods and Services,Other Liquid Biofuels
Exiobase 2019,Capital Goods / CAPEX,Other Liquid Biofuels
Exiobase 2019,5.2 - Business loans and unlisted equity,Retail sale of automotive fuel
Exiobase 2019,Top-Down,Retail sale of automotive fuel
Exiobase 2019,5.1 - Listed equity and corporate bonds,Retail sale of automotive fuel
Exiobase 2019,Purchased Goods and Services,Kerosene
Exiobase 2019,Capital Goods / CAPEX,Kerosene
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of gas; distribution of gaseous fuels through mains
Exiobase 2019,Top-Down,Manufacture of gas; distribution of gaseous fuels through mains
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of gas; distribution of gaseous fuels through mains
Exiobase 2019,5.2 - Business loans and unlisted equity,Poultry farming
Exiobase 2019,Top-Down,Poultry farming
Exiobase 2019,5.1 - Listed equity and corporate bonds,Poultry farming
Exiobase 2019,Purchased Goods and Services,Biogasoline
Exiobase 2019,Capital Goods / CAPEX,Biogasoline
Exiobase 2019,5.2 - Business loans and unlisted equity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
Exiobase 2019,Top-Down,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
Exiobase 2019,5.1 - Listed equity and corporate bonds,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of fish products
Exiobase 2019,Top-Down,Manufacture of fish products
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of fish products
Exiobase 2019,5.2 - Business loans and unlisted equity,"Composting of paper and wood, incl. land application"
Exiobase 2019,Top-Down,"Composting of paper and wood, incl. land application"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Composting of paper and wood, incl. land application"
Exiobase 2019,5.2 - Business loans and unlisted equity,Meat animals nec
Exiobase 2019,Top-Down,Meat animals nec
Exiobase 2019,5.1 - Listed equity and corporate bonds,Meat animals nec
Exiobase 2019,5.2 - Business loans and unlisted equity,Production of electricity nec
Exiobase 2019,Top-Down,Production of electricity nec
Exiobase 2019,5.1 - Listed equity and corporate bonds,Production of electricity nec
Exiobase 2019,Purchased Goods and Services,"Collected and purified water, distribution services of water "
Exiobase 2019,Capital Goods / CAPEX,"Collected and purified water, distribution services of water "
Exiobase 2019,Purchased Goods and Services,Oxygen Steel Furnace Gas
Exiobase 2019,Capital Goods / CAPEX,Oxygen Steel Furnace Gas
Exiobase 2019,Purchased Goods and Services,Tobacco products 
Exiobase 2019,Capital Goods / CAPEX,Tobacco products 
Exiobase 2019,5.2 - Business loans and unlisted equity,Cultivation of cereal grains nec
Exiobase 2019,Top-Down,Cultivation of cereal grains nec
Exiobase 2019,5.1 - Listed equity and corporate bonds,Cultivation of cereal grains nec
Exiobase 2019,5.2 - Business loans and unlisted equity,"Manufacture of motor vehicles, trailers and semi-trailers "
Exiobase 2019,Top-Down,"Manufacture of motor vehicles, trailers and semi-trailers "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Manufacture of motor vehicles, trailers and semi-trailers "
Exiobase 2019,Purchased Goods and Services,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods "
Exiobase 2019,Capital Goods / CAPEX,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods "
Exiobase 2019,Purchased Goods and Services,Office machinery and computers 
Exiobase 2019,Capital Goods / CAPEX,Office machinery and computers 
Exiobase 2019,Purchased Goods and Services,"Motor vehicles, trailers and semi-trailers "
Exiobase 2019,Capital Goods / CAPEX,"Motor vehicles, trailers and semi-trailers "
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of furniture; manufacturing n.e.c. 
Exiobase 2019,Top-Down,Manufacture of furniture; manufacturing n.e.c. 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of furniture; manufacturing n.e.c. 
Exiobase 2019,Purchased Goods and Services,Products of meat poultry
Exiobase 2019,Capital Goods / CAPEX,Products of meat poultry
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of office machinery and computers 
Exiobase 2019,Top-Down,Manufacture of office machinery and computers 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of office machinery and computers 
Exiobase 2019,5.2 - Business loans and unlisted equity,Retail sale of automotive fuel
Exiobase 2019,Top-Down,Retail sale of automotive fuel
Exiobase 2019,5.1 - Listed equity and corporate bonds,Retail sale of automotive fuel
Exiobase 2019,Purchased Goods and Services,Sugar
Exiobase 2019,Capital Goods / CAPEX,Sugar
Exiobase 2019,Purchased Goods and Services,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Capital Goods / CAPEX,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Purchased Goods and Services,Kerosene
Exiobase 2019,Capital Goods / CAPEX,Kerosene
Exiobase 2019,5.2 - Business loans and unlisted equity,Landfill of waste: Plastic
Exiobase 2019,Top-Down,Landfill of waste: Plastic
Exiobase 2019,5.1 - Listed equity and corporate bonds,Landfill of waste: Plastic
Exiobase 2019,Purchased Goods and Services,"Cement, lime and plaster"
Exiobase 2019,Capital Goods / CAPEX,"Cement, lime and plaster"
Exiobase 2019,5.2 - Business loans and unlisted equity,Production of electricity by wind
Exiobase 2019,Top-Down,Production of electricity by wind
Exiobase 2019,5.1 - Listed equity and corporate bonds,Production of electricity by wind
Exiobase 2019,5.2 - Business loans and unlisted equity,"Manufacture of motor vehicles, trailers and semi-trailers "
Exiobase 2019,Top-Down,"Manufacture of motor vehicles, trailers and semi-trailers "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Manufacture of motor vehicles, trailers and semi-trailers "
Exiobase 2019,5.2 - Business loans and unlisted equity,Landfill of waste: Plastic
Exiobase 2019,Top-Down,Landfill of waste: Plastic
Exiobase 2019,5.1 - Listed equity and corporate bonds,Landfill of waste: Plastic
Exiobase 2019,Purchased Goods and Services,Other Bituminous Coal
Exiobase 2019,Capital Goods / CAPEX,Other Bituminous Coal
Exiobase 2019,Purchased Goods and Services,Ethane
Exiobase 2019,Capital Goods / CAPEX,Ethane
Exiobase 2019,Purchased Goods and Services,Precious metals
Exiobase 2019,Capital Goods / CAPEX,Precious metals
Exiobase 2019,5.2 - Business loans and unlisted equity,"Publishing, printing and reproduction of recorded media "
Exiobase 2019,Top-Down,"Publishing, printing and reproduction of recorded media "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Publishing, printing and reproduction of recorded media "
Exiobase 2019,Purchased Goods and Services,Plant-based fibers
Exiobase 2019,Capital Goods / CAPEX,Plant-based fibers
Exiobase 2019,Purchased Goods and Services,Membership organisation services n.e.c. 
Exiobase 2019,Capital Goods / CAPEX,Membership organisation services n.e.c. 
Exiobase 2019,5.2 - Business loans and unlisted equity,Aluminium production
Exiobase 2019,Top-Down,Aluminium production
Exiobase 2019,5.1 - Listed equity and corporate bonds,Aluminium production
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of furniture; manufacturing n.e.c. 
Exiobase 2019,Top-Down,Manufacture of furniture; manufacturing n.e.c. 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of furniture; manufacturing n.e.c. 
Exiobase 2019,Purchased Goods and Services,Copper ores and concentrates
Exiobase 2019,Capital Goods / CAPEX,Copper ores and concentrates
Exiobase 2019,Purchased Goods and Services,Coal Tar
Exiobase 2019,Capital Goods / CAPEX,Coal Tar
Exiobase 2019,5.2 - Business loans and unlisted equity,Education 
Exiobase 2019,Top-Down,Education 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Education 
Exiobase 2019,5.2 - Business loans and unlisted equity,Pulp
Exiobase 2019,Top-Down,Pulp
Exiobase 2019,5.1 - Listed equity and corporate bonds,Pulp
Exiobase 2019,5.2 - Business loans and unlisted equity,P- and other fertiliser
Exiobase 2019,Top-Down,P- and other fertiliser
Exiobase 2019,5.1 - Listed equity and corporate bonds,P- and other fertiliser
Exiobase 2019,5.2 - Business loans and unlisted equity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods "
Exiobase 2019,Top-Down,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods "
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of beverages
Exiobase 2019,Top-Down,Manufacture of beverages
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of beverages
Exiobase 2019,Purchased Goods and Services,White Spirit & SBP
Exiobase 2019,Capital Goods / CAPEX,White Spirit & SBP
Exiobase 2019,5.2 - Business loans and unlisted equity,Private households with employed persons 
Exiobase 2019,Top-Down,Private households with employed persons 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Private households with employed persons 
Exiobase 2019,Purchased Goods and Services,Bitumen
Exiobase 2019,Capital Goods / CAPEX,Bitumen
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of coke oven products
Exiobase 2019,Top-Down,Manufacture of coke oven products
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of coke oven products
Exiobase 2019,5.2 - Business loans and unlisted equity,"Insurance and pension funding, except compulsory social security "
Exiobase 2019,Top-Down,"Insurance and pension funding, except compulsory social security "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Insurance and pension funding, except compulsory social security "
Exiobase 2019,5.2 - Business loans and unlisted equity,"Manufacture of fabricated metal products, except machinery and equipment "
Exiobase 2019,Top-Down,"Manufacture of fabricated metal products, except machinery and equipment "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Manufacture of fabricated metal products, except machinery and equipment "
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of other transport equipment 
Exiobase 2019,Top-Down,Manufacture of other transport equipment 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of other transport equipment 
Exiobase 2019,Purchased Goods and Services,Leather and leather products 
Exiobase 2019,Capital Goods / CAPEX,Leather and leather products 
Exiobase 2019,5.2 - Business loans and unlisted equity,"Publishing, printing and reproduction of recorded media "
Exiobase 2019,Top-Down,"Publishing, printing and reproduction of recorded media "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Publishing, printing and reproduction of recorded media "
Exiobase 2019,Purchased Goods and Services,Electricity by solar thermal
Exiobase 2019,Capital Goods / CAPEX,Electricity by solar thermal
Exiobase 2019,5.2 - Business loans and unlisted equity,"Wool, silk-worm cocoons"
Exiobase 2019,Top-Down,"Wool, silk-worm cocoons"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Wool, silk-worm cocoons"
Exiobase 2019,5.2 - Business loans and unlisted equity,"Insurance and pension funding, except compulsory social security "
Exiobase 2019,Top-Down,"Insurance and pension funding, except compulsory social security "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Insurance and pension funding, except compulsory social security "
Exiobase 2019,Purchased Goods and Services,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Capital Goods / CAPEX,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Purchased Goods and Services,Aluminium and aluminium products
Exiobase 2019,Capital Goods / CAPEX,Aluminium and aluminium products
Exiobase 2019,Purchased Goods and Services,Beverages
Exiobase 2019,Capital Goods / CAPEX,Beverages
Exiobase 2019,Purchased Goods and Services,Charcoal
Exiobase 2019,Capital Goods / CAPEX,Charcoal
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of tobacco products 
Exiobase 2019,Top-Down,Manufacture of tobacco products 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of tobacco products 
Exiobase 2019,5.2 - Business loans and unlisted equity,Precious metals production
Exiobase 2019,Top-Down,Precious metals production
Exiobase 2019,5.1 - Listed equity and corporate bonds,Precious metals production
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of other non-metallic mineral products n.e.c.
Exiobase 2019,Top-Down,Manufacture of other non-metallic mineral products n.e.c.
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of other non-metallic mineral products n.e.c.
Exiobase 2019,Purchased Goods and Services,Pigs
Exiobase 2019,Capital Goods / CAPEX,Pigs
Exiobase 2019,5.2 - Business loans and unlisted equity,Meat animals nec
Exiobase 2019,Top-Down,Meat animals nec
Exiobase 2019,5.1 - Listed equity and corporate bonds,Meat animals nec
Exiobase 2019,Purchased Goods and Services,Cattle
Exiobase 2019,Capital Goods / CAPEX,Cattle
Exiobase 2019,Purchased Goods and Services,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Capital Goods / CAPEX,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Purchased Goods and Services,"Plastics, basic"
Exiobase 2019,Capital Goods / CAPEX,"Plastics, basic"
Exiobase 2019,Purchased Goods and Services,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Capital Goods / CAPEX,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Purchased Goods and Services,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
Exiobase 2019,Capital Goods / CAPEX,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
Exiobase 2019,5.2 - Business loans and unlisted equity,"Mining of lead, zinc and tin ores and concentrates"
Exiobase 2019,Top-Down,"Mining of lead, zinc and tin ores and concentrates"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Mining of lead, zinc and tin ores and concentrates"
Exiobase 2019,Purchased Goods and Services,Machinery and equipment n.e.c. 
Exiobase 2019,Capital Goods / CAPEX,Machinery and equipment n.e.c. 
Exiobase 2019,Purchased Goods and Services,Glass and glass products
Exiobase 2019,Capital Goods / CAPEX,Glass and glass products
Exiobase 2019,5.2 - Business loans and unlisted equity,Re-processing of secondary plastic into new plastic
Exiobase 2019,Top-Down,Re-processing of secondary plastic into new plastic
Exiobase 2019,5.1 - Listed equity and corporate bonds,Re-processing of secondary plastic into new plastic
Exiobase 2019,5.2 - Business loans and unlisted equity,Re-processing of secondary copper into new copper
Exiobase 2019,Top-Down,Re-processing of secondary copper into new copper
Exiobase 2019,5.1 - Listed equity and corporate bonds,Re-processing of secondary copper into new copper
Exiobase 2019,Purchased Goods and Services,Lubricants
Exiobase 2019,Capital Goods / CAPEX,Lubricants
Exiobase 2019,Purchased Goods and Services,Animal products nec
Exiobase 2019,Capital Goods / CAPEX,Animal products nec
Exiobase 2019,Purchased Goods and Services,Other non-ferrous metal products
Exiobase 2019,Capital Goods / CAPEX,Other non-ferrous metal products
Exiobase 2019,Purchased Goods and Services,Other land transportation services
Exiobase 2019,Employee Commuting,Other land transportation services
Exiobase 2019,Upstream Transportation and Distribution,Other land transportation services
Exiobase 2019,Capital Goods / CAPEX,Other land transportation services
Exiobase 2019,Downstream Transportation and Distribution,Other land transportation services
Exiobase 2019,Business Travel,Other land transportation services
Exiobase 2019,Purchased Goods and Services,Electricity by coal
Exiobase 2019,Capital Goods / CAPEX,Electricity by coal
Exiobase 2019,5.2 - Business loans and unlisted equity,Pigs farming
Exiobase 2019,Top-Down,Pigs farming
Exiobase 2019,5.1 - Listed equity and corporate bonds,Pigs farming
Exiobase 2019,5.2 - Business loans and unlisted equity,"Manufacture of medical, precision and optical instruments, watches and clocks "
Exiobase 2019,Top-Down,"Manufacture of medical, precision and optical instruments, watches and clocks "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Manufacture of medical, precision and optical instruments, watches and clocks "
Exiobase 2019,Purchased Goods and Services,Oil/hazardous waste for treatment: incineration
Exiobase 2019,Capital Goods / CAPEX,Oil/hazardous waste for treatment: incineration
Exiobase 2019,Purchased Goods and Services,Gas/Diesel Oil
Exiobase 2019,Capital Goods / CAPEX,Gas/Diesel Oil
Exiobase 2019,Purchased Goods and Services,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Capital Goods / CAPEX,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,5.2 - Business loans and unlisted equity,Mining of copper ores and concentrates
Exiobase 2019,Top-Down,Mining of copper ores and concentrates
Exiobase 2019,5.1 - Listed equity and corporate bonds,Mining of copper ores and concentrates
Exiobase 2019,Purchased Goods and Services,Other services 
Exiobase 2019,Capital Goods / CAPEX,Other services 
Exiobase 2019,Purchased Goods and Services,P- and other fertiliser
Exiobase 2019,Capital Goods / CAPEX,P- and other fertiliser
Exiobase 2019,Purchased Goods and Services,Air transport services 
Exiobase 2019,Employee Commuting,Air transport services 
Exiobase 2019,Upstream Transportation and Distribution,Air transport services 
Exiobase 2019,Capital Goods / CAPEX,Air transport services 
Exiobase 2019,Downstream Transportation and Distribution,Air transport services 
Exiobase 2019,Business Travel,Air transport services 
Exiobase 2019,5.2 - Business loans and unlisted equity,Copper production
Exiobase 2019,Top-Down,Copper production
Exiobase 2019,5.1 - Listed equity and corporate bonds,Copper production
Exiobase 2019,5.2 - Business loans and unlisted equity,Production of electricity by biomass and waste
Exiobase 2019,Top-Down,Production of electricity by biomass and waste
Exiobase 2019,5.1 - Listed equity and corporate bonds,Production of electricity by biomass and waste
Exiobase 2019,5.2 - Business loans and unlisted equity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
Exiobase 2019,Top-Down,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
Exiobase 2019,Purchased Goods and Services,Other business services 
Exiobase 2019,Capital Goods / CAPEX,Other business services 
Exiobase 2019,5.2 - Business loans and unlisted equity,"Publishing, printing and reproduction of recorded media "
Exiobase 2019,Top-Down,"Publishing, printing and reproduction of recorded media "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Publishing, printing and reproduction of recorded media "
Exiobase 2019,Purchased Goods and Services,Inland water transportation services
Exiobase 2019,Employee Commuting,Inland water transportation services
Exiobase 2019,Upstream Transportation and Distribution,Inland water transportation services
Exiobase 2019,Capital Goods / CAPEX,Inland water transportation services
Exiobase 2019,Downstream Transportation and Distribution,Inland water transportation services
Exiobase 2019,Business Travel,Inland water transportation services
Exiobase 2019,Purchased Goods and Services,products of Vegetable oils and fats
Exiobase 2019,Capital Goods / CAPEX,products of Vegetable oils and fats
Exiobase 2019,Purchased Goods and Services,Wearing apparel; furs 
Exiobase 2019,Capital Goods / CAPEX,Wearing apparel; furs 
Exiobase 2019,5.2 - Business loans and unlisted equity,"Waste water treatment, other"
Exiobase 2019,Top-Down,"Waste water treatment, other"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Waste water treatment, other"
Exiobase 2019,Purchased Goods and Services,"Plastics, basic"
Exiobase 2019,Capital Goods / CAPEX,"Plastics, basic"
Exiobase 2019,Purchased Goods and Services,"Fabricated metal products, except machinery and equipment "
Exiobase 2019,Capital Goods / CAPEX,"Fabricated metal products, except machinery and equipment "
Exiobase 2019,5.2 - Business loans and unlisted equity,Processing of nuclear fuel
Exiobase 2019,Top-Down,Processing of nuclear fuel
